Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,Alley,MoSold,YrSold,SaleType,SaleCondition,Exterior1st,Exterior2nd,Utilities,SalePrice
203,60,RL,69.0,8868.0,CollgCr,IR2,Sev,5,8,1911,2006,Stone,0.0,Fa,Fa,TA,Gd,Av,GLQ,327,465,708,TA,N,SBrkr,1280,600,1291,1,1,2,1,5,TA,9,Mod,2,,Detchd,1995.0,RFn,1,300,TA,TA,Y,308,55,82,0,101,500,,,,,6,2009,WD,Partial,HdBoard,HdBoard,AllPub,128758.0
204,20,RL,58.0,9430.0,Somerst,Reg,Mod,8,5,1973,1964,BrkFace,0.0,TA,Fa,TA,TA,Av,Unf,583,113,1373,Ex,N,SBrkr,1417,600,1910,0,0,1,1,3,Gd,8,Mod,2,Gd,Detchd,1980.0,Unf,2,368,TA,TA,Y,209,24,80,0,51,0,,,,,7,2009,WD,Partial,Wd Sdng,HdBoard,AllPub,256211.0
205,120,RL,56.0,14094.0,Somerst,Reg,Gtl,6,6,2008,2003,Stone,,Fa,TA,Gd,TA,No,ALQ,26,89,1684,Ex,Y,SBrkr,1135,900,3352,1,1,3,0,4,TA,7,Typ,2,,Attchd,1980.0,RFn,2,605,TA,TA,Y,187,28,117,0,88,0,,,,,1,2007,WD,Normal,HdBoard,HdBoard,AllPub,297872.0
206,120,,57.0,7765.0,OldTown,IR1,Mod,3,5,1986,1987,Stone,0.0,Ex,Gd,TA,TA,Av,Unf,838,25,1513,Ex,Y,SBrkr,1958,1200,1500,1,0,3,1,3,Gd,10,Min1,1,,Detchd,1980.0,Fin,2,829,TA,TA,Y,225,48,157,0,71,500,,,,,2,2008,New,Normal,Wd Sdng,Wd Sdng,AllPub,172457.0
207,20,RL,84.0,14743.0,OldTown,IR1,Gtl,3,7,1953,1950,BrkFace,200.0,Ex,Fa,Ex,TA,Av,GLQ,407,150,1244,Ex,Y,SBrkr,734,900,1006,0,0,1,0,2,Ex,5,Min1,1,Gd,Attchd,2005.0,RFn,3,48,TA,TA,Y,111,270,189,0,65,500,,,,,12,2006,New,Normal,Wd Sdng,VinylSd,AllPub,183930.0
208,120,RM,90.0,5867.0,OldTown,IR2,Gtl,10,4,1983,1982,,0.0,TA,Gd,TA,TA,No,GLQ,791,879,529,Gd,Y,SBrkr,1976,900,622,1,0,1,1,3,Gd,3,Min1,1,,Detchd,2005.0,RFn,2,551,TA,TA,Y,364,246,99,0,19,0,,,,,8,2010,New,Abnorml,VinylSd,Wd Sdng,AllPub,207997.0
209,120,RL,49.0,6992.0,CollgCr,IR2,Sev,10,4,1997,1989,Stone,200.0,Ex,Gd,Ex,Gd,,ALQ,382,862,1404,TA,Y,SBrkr,1460,900,4489,1,1,1,0,4,TA,10,Typ,1,Gd,Detchd,,,3,592,TA,TA,Y,240,168,172,0,64,0,,,,,7,2009,WD,Normal,HdBoard,Wd Sdng,AllPub,399569.0
210,60,RL,75.0,5577.0,OldTown,IR1,Gtl,6,5,1907,1982,Stone,200.0,Fa,TA,TA,TA,No,GLQ,370,579,312,Gd,Y,SBrkr,1552,1200,1473,1,1,2,1,3,TA,3,Typ,1,,Attchd,1980.0,Unf,3,140,TA,TA,Y,257,92,21,0,120,0,,,,,1,2007,WD,Normal,VinylSd,HdBoard,AllPub,164009.0
211,60,FV,86.0,7158.0,NAmes,Reg,Sev,9,7,1909,1985,Stone,0.0,Ex,Fa,,TA,No,Unf,654,540,144,Ex,Y,SBrkr,2128,600,4508,0,1,1,1,2,TA,3,Typ,2,TA,Attchd,,Unf,3,351,Gd,TA,Y,274,140,86,0,10,0,,,,,9,2008,New,Normal,Wd Sdng,Wd Sdng,AllPub,326906.0
212,70,RM,48.0,10667.0,OldTown,Reg,Sev,8,6,1927,2004,Stone,0.0,Fa,Gd,TA,TA,No,Unf,1128,591,10,Ex,Y,SBrkr,1858,0,1796,0,1,2,1,5,TA,6,Typ,0,Gd,,1980.0,Unf,3,545,TA,Gd,Y,72,49,54,0,16,500,,MnPrv,,Grvl,1,2010,WD,Normal,HdBoard,VinylSd,AllPub,188800.0
213,70,FV,60.0,11174.0,CollgCr,IR1,Sev,5,4,1993,1992,BrkFace,,Gd,Fa,Ex,,Av,ALQ,64,998,95,TA,Y,SBrkr,1335,900,3037,1,0,3,1,4,TA,5,Min1,2,TA,Attchd,2005.0,Unf,0,699,TA,TA,Y,210,270,126,0,107,0,,,,,12,2008,WD,Normal,VinylSd,Wd Sdng,AllPub,207672.0
214,60,RL,49.0,9819.0,CollgCr,IR2,Gtl,4,3,2002,1978,,,Gd,Fa,TA,Gd,Av,GLQ,1085,140,731,Ex,Y,SBrkr,702,900,4400,0,0,1,0,4,Ex,3,Min1,0,Gd,Attchd,1980.0,Fin,1,440,TA,TA,Y,173,247,190,0,72,0,,MnPrv,,,8,2010,WD,Normal,VinylSd,Wd Sdng,NoSeWa,307423.0
215,20,FV,44.0,9702.0,OldTown,IR1,Gtl,9,6,1931,1988,BrkFace,0.0,Gd,Gd,Gd,TA,No,,881,778,1686,Gd,Y,SBrkr,602,600,1434,1,0,2,1,4,TA,9,Min1,0,,Detchd,2005.0,RFn,2,203,Gd,Gd,Y,205,13,131,0,14,0,,,,,7,2009,WD,Normal,HdBoard,HdBoard,AllPub,243126.0
216,120,RM,72.0,6298.0,Somerst,IR2,Sev,7,3,1958,2005,BrkFace,0.0,Ex,Gd,Ex,TA,No,ALQ,76,311,1185,Ex,Y,SBrkr,1044,900,2701,1,1,1,0,5,TA,8,Typ,0,,Attchd,1995.0,Fin,3,769,TA,TA,P,381,192,0,0,128,0,,,,,9,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,278157.0
217,70,RM,55.0,6015.0,Somerst,IR2,Mod,6,4,1947,1955,BrkFace,200.0,TA,Gd,TA,TA,No,Unf,32,323,620,Gd,Y,SBrkr,860,900,4587,1,0,3,0,2,TA,9,Min1,0,TA,Attchd,1995.0,Unf,1,717,TA,Gd,Y,344,230,114,0,32,0,,,,,4,2006,WD,Normal,HdBoard,VinylSd,AllPub,328993.0
218,20,RM,83.0,9810.0,OldTown,IR2,Gtl,4,6,1977,1986,,200.0,Gd,TA,TA,TA,No,GLQ,184,727,1260,Gd,Y,SBrkr,1885,900,3684,1,0,1,1,4,TA,7,Mod,2,,Detchd,,,3,893,Gd,TA,Y,6,77,16,0,105,0,,,,,8,2009,WD,Normal,VinylSd,VinylSd,AllPub,271547.0
219,120,RL,69.0,13418.0,CollgCr,IR2,Gtl,9,7,1971,1954,Stone,0.0,Fa,Fa,TA,TA,Av,ALQ,685,574,844,TA,Y,SBrkr,700,900,1535,1,1,2,1,3,TA,7,Mod,1,,Detchd,1995.0,Fin,1,820,TA,Gd,Y,143,64,34,0,95,0,,MnPrv,,,6,2008,WD,Normal,VinylSd,Wd Sdng,AllPub,228901.0
220,70,RL,78.0,8029.0,CollgCr,IR1,Sev,8,4,2007,1995,BrkFace,200.0,TA,Gd,Ex,TA,No,GLQ,827,385,401,Gd,Y,SBrkr,1216,0,1060,0,1,1,1,3,TA,7,Mod,1,Gd,Attchd,2005.0,Fin,2,738,TA,TA,Y,389,207,6,0,133,0,,,,,7,2009,WD,Normal,HdBoard,Wd Sdng,AllPub,174618.0
221,20,RL,64.0,6121.0,Somerst,IR2,Gtl,6,5,1964,1966,,,TA,Fa,Ex,TA,Av,Unf,747,505,1751,Gd,Y,SBrkr,648,900,1130,0,0,1,1,2,Gd,7,Mod,2,,Attchd,,Unf,0,896,Gd,TA,Y,264,80,164,0,46,0,,MnPrv,,,2,2007,WD,Partial,VinylSd,HdBoard,AllPub,157674.0
222,70,RL,57.0,5653.0,NAmes,IR2,Gtl,5,4,2001,1978,BrkFace,200.0,TA,Gd,TA,Gd,No,Unf,593,484,1457,Ex,Y,SBrkr,1761,600,3416,1,1,3,0,2,TA,9,Min1,1,,Attchd,1980.0,Unf,2,22,TA,,Y,338,253,120,0,54,0,,,,,12,2008,WD,Normal,VinylSd,VinylSd,AllPub,259325.0
223,70,RM,68.0,7301.0,Somerst,IR1,Gtl,6,8,1908,1966,BrkFace,0.0,Gd,Fa,TA,TA,No,GLQ,376,279,132,Ex,Y,SBrkr,577,0,1384,0,0,3,1,1,Gd,5,Mod,2,Gd,Attchd,,Fin,0,297,TA,TA,Y,241,0,71,0,92,0,,,,,3,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,154505.0
224,20,RL,70.0,14384.0,NAmes,IR1,Mod,10,5,2001,1988,,200.0,Ex,Fa,Gd,TA,Av,,165,215,567,Gd,Y,SBrkr,1297,900,708,1,0,2,1,4,TA,6,Mod,1,,Attchd,1980.0,RFn,1,786,TA,TA,Y,270,61,77,0,82,0,,,,,8,2006,WD,Normal,HdBoard,HdBoard,AllPub,184866.0
225,120,RL,56.0,8414.0,CollgCr,IR1,Mod,4,4,1950,2001,,0.0,Fa,Gd,,TA,No,ALQ,578,730,858,Gd,N,SBrkr,1091,0,3529,1,0,3,1,3,Gd,9,Min1,2,,Attchd,2005.0,RFn,2,431,TA,TA,Y,101,213,50,0,67,500,,MnPrv,,,3,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,244424.0
226,70,RL,79.0,6559.0,Somerst,IR1,Mod,3,6,1945,2004,,0.0,Ex,TA,Gd,TA,No,Unf,468,66,1749,TA,Y,SBrkr,1614,1200,2358,0,1,3,1,1,TA,10,Typ,1,,Detchd,1980.0,Fin,0,520,TA,TA,P,91,92,86,0,13,0,,,,,11,2010,WD,Normal,Wd Sdng,HdBoard,AllPub,171560.0
227,60,RL,85.0,7459.0,Somerst,Reg,Sev,3,3,1994,1959,BrkFace,0.0,Ex,TA,Ex,TA,No,Unf,635,111,40,Ex,Y,SBrkr,1975,1200,4183,0,0,2,1,1,Gd,8,Min1,2,,Attchd,1995.0,,1,29,Gd,Gd,Y,228,78,167,0,136,0,,,,,12,2009,WD,Normal,HdBoard,VinylSd,AllPub,231487.0
228,20,RM,73.0,7746.0,Somerst,IR2,Gtl,7,7,1958,1985,Stone,200.0,Gd,Gd,TA,TA,No,Unf,481,517,1259,Gd,Y,SBrkr,1482,900,2273,1,0,3,1,2,TA,7,Min1,2,Gd,Attchd,2005.0,Fin,3,556,TA,TA,Y,330,276,145,0,82,500,,,,,9,2008,WD,Normal,HdBoard,HdBoard,AllPub,249344.0
229,20,RL,104.0,9698.0,OldTown,IR1,Gtl,7,7,1935,2005,BrkFace,0.0,Ex,Fa,Gd,TA,No,Unf,498,126,1682,TA,Y,SBrkr,1309,600,3401,1,0,2,1,4,,6,Min1,1,,Attchd,,Fin,2,455,TA,TA,Y,320,182,84,0,130,0,,,,,2,2006,New,Normal,VinylSd,HdBoard,AllPub,304174.0
230,120,RL,57.0,7347.0,NAmes,Reg,Gtl,4,4,1907,1992,BrkFace,0.0,Fa,Gd,,TA,No,Unf,693,800,1919,Gd,Y,SBrkr,573,1200,4337,1,0,3,0,4,Gd,5,Min1,1,TA,Attchd,1995.0,Fin,1,760,TA,TA,Y,172,252,36,0,72,0,,,,,12,2007,WD,Normal,HdBoard,Wd Sdng,AllPub,306875.0
231,20,RL,80.0,6857.0,CollgCr,Reg,Sev,7,3,1925,1950,BrkFace,100.0,Ex,Fa,Ex,TA,No,GLQ,130,187,1265,TA,Y,SBrkr,1657,900,3341,0,1,2,1,1,TA,3,Typ,1,Gd,Attchd,1995.0,RFn,2,611,TA,TA,N,301,262,48,0,126,500,,,,,3,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,278852.0
232,70,RL,62.0,8464.0,NAmes,IR2,Gtl,5,8,1905,1961,,0.0,Ex,Fa,TA,TA,Av,ALQ,931,37,819,TA,Y,SBrkr,998,600,4085,0,0,2,1,2,TA,5,Typ,0,Gd,Detchd,2005.0,RFn,0,183,TA,TA,Y,342,139,102,0,95,0,,,,,9,2007,WD,Normal,VinylSd,HdBoard,AllPub,264789.0
233,120,RL,75.0,10307.0,NAmes,IR2,Mod,10,5,1944,1978,BrkFace,100.0,TA,TA,TA,TA,Mn,Unf,720,156,1768,TA,N,SBrkr,1696,1200,3323,1,0,3,0,2,TA,7,Typ,0,TA,Attchd,1995.0,Unf,0,880,TA,TA,Y,332,71,80,0,128,0,,MnPrv,,,3,2010,WD,Partial,HdBoard,VinylSd,AllPub,342314.0
234,120,RL,53.0,11105.0,OldTown,Reg,Sev,9,8,1958,1954,,0.0,Fa,Fa,TA,TA,Gd,Unf,430,143,412,TA,Y,SBrkr,769,600,2487,0,0,3,0,1,TA,3,Typ,0,TA,Attchd,1995.0,Fin,0,525,TA,TA,P,171,287,70,0,126,0,,,,,6,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,261044.0
235,60,RM,92.0,10563.0,Somerst,IR1,Gtl,7,6,1902,1970,Stone,0.0,Gd,TA,,TA,No,GLQ,192,955,591,Gd,Y,SBrkr,734,600,4323,1,0,3,0,3,TA,3,Mod,1,,,2005.0,Unf,0,468,TA,TA,Y,85,178,164,0,114,0,,,,,6,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,311860.0
236,20,RL,74.0,7807.0,NAmes,IR1,Sev,7,6,1925,2008,Stone,100.0,TA,Gd,Gd,TA,No,,800,890,1338,TA,Y,SBrkr,1472,900,2846,1,1,2,1,1,Gd,3,Typ,0,TA,Detchd,1995.0,Unf,3,482,TA,Gd,Y,78,104,171,0,93,0,,,,,4,2010,WD,Normal,HdBoard,VinylSd,AllPub,256958.0
237,60,RL,94.0,5386.0,OldTown,IR2,Sev,4,8,1931,1990,,200.0,Gd,Fa,TA,TA,Mn,,429,477,1100,Ex,Y,SBrkr,1873,0,2827,0,0,1,0,4,TA,6,Typ,0,TA,Attchd,1980.0,RFn,3,544,TA,TA,Y,140,132,24,0,2,500,,,,,9,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,234878.0
238,120,RL,45.0,7048.0,OldTown,IR2,Gtl,3,3,1938,1961,Stone,0.0,Fa,Fa,Ex,TA,Gd,GLQ,796,776,1485,Gd,Y,FuseA,1334,1200,1176,0,0,3,1,5,TA,3,Min1,1,,Attchd,,Unf,1,743,TA,Gd,Y,176,163,39,0,17,500,,,,,12,2009,WD,Normal,VinylSd,VinylSd,AllPub,126159.0
239,70,RL,60.0,9752.0,OldTown,Reg,Mod,9,5,1962,1981,,0.0,Fa,Fa,Ex,TA,No,ALQ,212,993,1740,Gd,Y,SBrkr,949,0,4498,0,0,2,0,2,TA,6,Mod,2,TA,Attchd,1995.0,Unf,1,115,TA,Gd,Y,274,94,119,0,93,0,,,,,7,2006,WD,Normal,Wd Sdng,Wd Sdng,AllPub,325172.0
240,20,RL,52.0,6002.0,NAmes,Reg,Sev,8,5,1927,1969,BrkFace,0.0,Gd,Gd,TA,TA,No,GLQ,642,783,1303,Ex,Y,SBrkr,1333,0,4533,1,1,3,1,4,TA,10,Min1,2,TA,Attchd,1980.0,,3,363,TA,TA,Y,396,183,174,0,21,500,,,,,1,2010,New,Normal,HdBoard,HdBoard,AllPub,347038.0
241,70,RL,59.0,9660.0,Somerst,IR2,Sev,10,3,1982,1964,Stone,0.0,TA,Gd,TA,TA,No,ALQ,1086,951,1686,TA,Y,SBrkr,1460,900,1866,0,1,2,1,1,TA,8,Mod,1,TA,Attchd,1980.0,Unf,3,891,TA,TA,Y,382,51,25,0,113,0,,,,,8,2006,WD,Normal,HdBoard,VinylSd,AllPub,292591.0
242,60,RL,56.0,7503.0,CollgCr,IR1,Sev,6,3,1951,1974,Stone,0.0,Fa,TA,TA,TA,No,Unf,712,894,502,Ex,N,SBrkr,683,1200,1681,0,0,2,0,1,Gd,11,Min1,1,,Attchd,1995.0,Unf,0,758,TA,,P,120,22,194,0,71,0,,,,,11,2009,New,Normal,VinylSd,Wd Sdng,AllPub,148214.0
243,20,FV,68.0,7520.0,OldTown,Reg,Sev,7,6,1989,1973,BrkFace,,TA,Fa,TA,Gd,Gd,GLQ,746,322,1605,Ex,Y,SBrkr,600,0,2494,1,1,1,0,3,TA,10,Mod,1,TA,Detchd,1980.0,RFn,1,257,TA,,Y,337,78,68,0,106,500,,MnPrv,,,2,2007,WD,Normal,HdBoard,HdBoard,AllPub,258150.0
244,60,RL,70.0,12530.0,CollgCr,IR1,Sev,3,8,2002,1999,,100.0,TA,Fa,Ex,TA,No,Unf,192,808,339,TA,Y,SBrkr,1494,0,2437,1,0,2,0,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,3,155,TA,TA,Y,344,231,146,0,120,500,,,,,11,2009,WD,Abnorml,HdBoard,VinylSd,AllPub,202053.0
245,120,RL,69.0,9563.0,Somerst,IR2,Mod,7,7,1969,1996,Stone,0.0,TA,Gd,TA,TA,,GLQ,275,855,668,TA,Y,SBrkr,1542,0,601,0,1,1,0,5,TA,3,Min1,1,,Detchd,2005.0,Unf,0,813,TA,,Y,78,88,133,0,17,0,,,,,2,2006,WD,Normal,Wd Sdng,HdBoard,AllPub,124207.0
246,120,RM,59.0,13509.0,NAmes,Reg,Mod,6,3,1925,1968,Stone,0.0,Ex,TA,TA,TA,Av,Unf,570,308,1442,TA,Y,SBrkr,811,1200,3320,0,0,2,0,1,TA,7,Mod,2,Gd,Attchd,1995.0,Unf,1,652,Gd,,Y,299,124,72,0,79,0,,,,,5,2006,WD,Abnorml,VinylSd,Wd Sdng,AllPub,278632.0
247,20,RL,74.0,6756.0,NAmes,IR2,Mod,4,6,1902,1978,,0.0,Gd,Fa,Gd,TA,No,Unf,708,175,929,Gd,Y,SBrkr,1982,600,4490,1,1,2,0,3,TA,11,Mod,0,Gd,Attchd,1995.0,Fin,3,660,TA,TA,Y,173,176,190,0,101,500,,MnPrv,,,4,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,293404.0
248,70,RL,88.0,12572.0,Somerst,IR2,Gtl,6,8,1908,1959,,100.0,Ex,TA,Gd,Gd,No,ALQ,518,581,164,Gd,Y,SBrkr,2130,600,1401,1,0,3,0,5,TA,3,Min1,0,Gd,Attchd,2005.0,,2,38,TA,,Y,159,137,177,0,139,500,,,,,2,2006,WD,Normal,VinylSd,VinylSd,AllPub,148711.0
249,120,RL,52.0,11763.0,Somerst,IR2,Gtl,8,3,1903,2010,,200.0,TA,Gd,Gd,TA,No,Unf,1163,288,1697,Ex,Y,SBrkr,1583,600,4530,0,0,1,0,1,TA,7,Typ,0,,Attchd,1995.0,Fin,2,34,Gd,TA,Y,378,66,129,0,60,0,,,,,3,2010,WD,Abnorml,VinylSd,Wd Sdng,AllPub,397848.0
250,60,RL,70.0,3646.0,CollgCr,Reg,Sev,7,6,2004,1976,BrkFace,0.0,Fa,Fa,Ex,Gd,No,Unf,678,977,711,TA,Y,SBrkr,1825,600,1319,1,0,1,0,3,Gd,10,Mod,2,,Attchd,1995.0,RFn,0,152,TA,,Y,224,4,22,0,28,0,,,,,11,2010,WD,Normal,Wd Sdng,VinylSd,AllPub,161530.0
251,60,RM,69.0,8721.0,CollgCr,IR2,Mod,4,7,1965,1951,Stone,0.0,Gd,Fa,TA,Gd,No,ALQ,11,381,1631,Ex,Y,SBrkr,1077,600,3916,1,1,3,0,4,TA,7,Mod,2,Gd,Detchd,1980.0,Unf,1,739,TA,TA,Y,186,159,40,0,2,0,,MnPrv,,,3,2008,New,Normal,HdBoard,HdBoard,AllPub,320913.0
252,20,RM,79.0,14224.0,Somerst,IR1,Sev,6,4,1970,2000,,200.0,Gd,TA,TA,TA,No,Unf,635,297,832,Gd,Y,SBrkr,1636,600,2010,0,0,1,1,5,TA,10,Min1,0,TA,Detchd,1995.0,Fin,1,760,TA,TA,Y,279,73,129,0,43,0,,,,Grvl,12,2006,WD,Normal,HdBoard,HdBoard,AllPub,198111.0
253,20,RL,69.0,11310.0,NAmes,Reg,Mod,9,8,1906,1985,BrkFace,0.0,Gd,TA,Ex,TA,Av,ALQ,136,797,347,TA,Y,SBrkr,678,900,3945,1,1,3,0,1,Gd,9,Typ,0,TA,Detchd,,RFn,1,772,TA,TA,Y,268,169,120,0,126,0,,,,,10,2009,WD,Partial,HdBoard,HdBoard,AllPub,344878.0
254,120,RL,70.0,7845.0,NAmes,IR1,Mod,7,3,1940,1952,Stone,,Ex,TA,Gd,TA,No,GLQ,3,577,1999,TA,Y,SBrkr,841,600,2785,1,1,3,0,1,Gd,3,Mod,1,TA,Attchd,,RFn,3,711,Gd,TA,Y,144,264,11,0,38,500,,,,,4,2008,WD,Normal,HdBoard,VinylSd,AllPub,307675.0
255,20,RL,50.0,8351.0,CollgCr,IR2,Mod,7,3,1976,1997,BrkFace,100.0,Ex,Gd,TA,Gd,No,GLQ,519,52,1428,TA,Y,SBrkr,1270,900,3055,1,1,2,0,2,TA,7,Typ,2,,Attchd,2005.0,RFn,3,725,TA,TA,Y,222,164,64,0,14,0,,MnPrv,,,7,2010,WD,Normal,Wd Sdng,HdBoard,AllPub,277067.0
256,20,RL,70.0,6058.0,Somerst,Reg,Gtl,8,6,1955,1982,Stone,200.0,Gd,Fa,,Gd,Av,,615,767,627,Gd,Y,FuseA,525,600,3990,0,1,3,0,5,Gd,10,Mod,0,,Attchd,2005.0,RFn,2,325,TA,TA,Y,67,33,199,0,139,0,,,,,2,2010,WD,Normal,HdBoard,Wd Sdng,AllPub,332165.0
257,20,FV,52.0,9527.0,NAmes,IR1,Sev,3,4,1947,1991,BrkFace,200.0,Gd,Fa,Gd,TA,Av,GLQ,939,909,1271,Ex,Y,SBrkr,1719,1200,804,0,0,1,0,3,TA,8,Typ,2,Gd,Detchd,1995.0,Unf,1,805,TA,TA,Y,209,219,86,0,37,0,,MnPrv,Shed,,11,2006,WD,Normal,HdBoard,Wd Sdng,AllPub,140036.0
258,20,RL,80.0,5229.0,NAmes,Reg,Mod,10,5,1910,1992,BrkFace,200.0,TA,Fa,,TA,Gd,ALQ,583,619,1600,Gd,Y,SBrkr,1375,1200,3406,0,1,2,0,4,TA,5,Typ,0,TA,Attchd,1980.0,Unf,2,739,TA,Gd,Y,98,183,0,0,118,500,,,,,6,2007,WD,Normal,HdBoard,VinylSd,AllPub,327151.0
259,120,RL,68.0,6604.0,NAmes,Reg,Gtl,10,4,1953,1950,,0.0,Fa,TA,Gd,Gd,No,Unf,0,162,290,Gd,Y,SBrkr,589,0,1310,0,1,2,0,1,TA,3,Typ,2,TA,,1995.0,Unf,1,41,TA,TA,Y,112,52,185,0,114,500,,,,,8,2009,WD,Normal,Wd Sdng,VinylSd,AllPub,208629.0
260,60,RM,71.0,12528.0,CollgCr,IR2,Gtl,7,3,1934,1978,BrkFace,0.0,TA,TA,Ex,Gd,Gd,Unf,306,580,1147,Gd,Y,SBrkr,679,900,2226,0,0,3,0,3,Gd,11,Min1,0,Gd,Attchd,1980.0,Unf,3,551,TA,TA,Y,196,181,144,0,127,500,,,,,1,2007,WD,Normal,HdBoard,VinylSd,AllPub,221685.0
261,120,RM,52.0,8900.0,NAmes,Reg,Gtl,3,4,1976,2001,Stone,100.0,TA,Fa,Ex,TA,Gd,ALQ,1088,688,1436,TA,N,FuseA,1914,900,1414,0,0,3,1,3,Gd,7,Typ,2,,Attchd,1995.0,Unf,2,760,TA,,Y,378,46,56,0,15,500,,,,Grvl,10,2008,WD,Normal,VinylSd,Wd Sdng,AllPub,144391.0
262,70,RL,86.0,8030.0,Somerst,Reg,Sev,6,3,1904,2003,BrkFace,0.0,Ex,Fa,Ex,Gd,No,Unf,519,411,1060,Ex,Y,SBrkr,1603,0,1668,1,0,1,0,3,TA,9,Min1,0,Gd,Detchd,1995.0,Fin,1,413,Gd,TA,Y,369,282,139,0,47,0,,,,,9,2006,WD,Normal,VinylSd,Wd Sdng,AllPub,211268.0
263,120,RL,84.0,8675.0,CollgCr,IR1,Mod,4,5,1961,1994,Stone,100.0,Fa,TA,TA,TA,No,ALQ,223,37,1645,Ex,Y,FuseA,2072,900,2394,0,0,1,0,1,TA,5,Min1,2,,Attchd,1980.0,Unf,2,846,TA,,Y,99,86,173,0,87,500,,MnPrv,,,1,2010,WD,Normal,VinylSd,Wd Sdng,AllPub,249579.0
264,70,RL,87.0,20385.0,NAmes,IR1,Sev,8,5,1916,1973,,,Ex,TA,,Gd,No,GLQ,109,601,1074,Ex,Y,SBrkr,2116,600,2974,0,0,2,0,3,Ex,10,Typ,2,TA,Attchd,1995.0,RFn,3,556,Gd,TA,Y,235,156,0,0,13,0,,,,,2,2008,WD,Abnorml,VinylSd,VinylSd,AllPub,307163.0
265,120,RM,115.0,12217.0,NAmes,Reg,Mod,10,3,1956,1951,,100.0,Fa,Gd,TA,TA,No,Unf,836,678,1610,TA,Y,SBrkr,825,0,3543,0,0,1,0,5,TA,9,Typ,0,TA,,1980.0,,1,31,TA,TA,Y,90,118,84,0,69,0,,MnPrv,,Grvl,6,2009,WD,Normal,HdBoard,VinylSd,AllPub,321919.0
266,120,RL,69.0,7096.0,Somerst,IR2,Mod,10,3,1952,1993,,0.0,Ex,TA,,TA,Mn,ALQ,1047,215,1396,TA,Y,SBrkr,1856,1200,689,0,1,2,0,1,TA,11,Min1,2,TA,Attchd,2005.0,Fin,1,159,,TA,Y,136,87,105,0,124,0,,,,,8,2006,WD,Partial,HdBoard,Wd Sdng,AllPub,234378.0
267,20,RL,94.0,14765.0,OldTown,IR2,Gtl,9,4,1983,1978,BrkFace,0.0,TA,Gd,TA,Gd,No,GLQ,910,347,1374,Gd,Y,SBrkr,1599,900,4508,0,1,3,1,4,TA,4,Min1,0,,Attchd,1980.0,Unf,1,181,Gd,TA,Y,99,269,154,0,83,0,,,,,11,2010,WD,Normal,HdBoard,Wd Sdng,AllPub,381581.0
268,70,RL,68.0,8720.0,NAmes,IR2,Gtl,3,4,1909,1960,BrkFace,,Ex,Gd,TA,TA,No,Unf,1052,230,1757,Ex,Y,SBrkr,1987,1200,2389,1,1,3,0,3,Gd,7,Min1,2,,Attchd,,Fin,3,190,Gd,TA,Y,398,219,121,0,23,500,,MnPrv,Shed,,6,2007,WD,Abnorml,Wd Sdng,VinylSd,AllPub,258061.0
269,60,RL,78.0,11180.0,Somerst,IR1,Mod,9,6,1963,1982,,0.0,TA,TA,TA,,Mn,GLQ,413,587,1796,TA,Y,SBrkr,1818,0,935,0,0,2,0,4,TA,11,Typ,1,,Attchd,1980.0,Unf,3,761,Gd,TA,N,376,17,86,0,87,500,,MnPrv,,,6,2009,WD,Normal,HdBoard,VinylSd,AllPub,257909.0
270,60,RM,77.0,7510.0,OldTown,IR1,Gtl,3,8,1935,1958,Stone,200.0,TA,TA,TA,TA,No,ALQ,1103,102,1186,Gd,Y,SBrkr,1285,1200,2977,0,0,1,0,4,Gd,8,Min1,1,,Attchd,1995.0,Fin,3,562,TA,TA,Y,349,147,3,0,64,0,,,,,11,2009,WD,Normal,VinylSd,Wd Sdng,AllPub,269593.0
